sec	CH1	CH40	
0.0   0.137024	0	
0.001	0.122986	0	
0.002	0.107422	0	
0.003	0.0918579	0	
0.004	0.0769043	0	
0.005	0.0640869	0	
0.006	0.0543213	0	
0.007	0.0479126	0	
0.008	0.0448608	0	
0.009	0.0445557	0	
0.01	0.0463867	0	
0.011	0.0506592	0	
0.012	0.0570679	0	
0.013	0.0662231	0	
0.014	0.0772095	0	
0.015	0.0894165	0	
0.016	0.102234	0	
0.017	0.114441	0	
0.018	0.126038	0	
0.019	0.136719	0	
0.02	0.14679	0	
0.021	0.15564	0	
0.022	0.162659	0	
0.023	0.166931	0	
0.024	0.167236	0	
0.025	0.163574	0	
0.026	0.155945	0	
0.027	0.144958	0	
0.028	0.131226	0	
0.029	0.116272	0	
0.03	0.101318	0	
0.031	0.0866699	0	
0.032	0.0732422	0	
0.033	0.0610352	0	
0.034	0.0497437	0	
0.035	0.0387573	0	
0.036	0.0286865	0	
0.037	0.0192261	0	
0.038	0.0112915	0	
0.039	0.00427246	0	
0.04	-0.000610352	0	
0.041	-0.00366211	0	
0.042	-0.00518799	0	
0.043	-0.00549316	0	
0.044	-0.00488281	0	
0.045	-0.00427246	0	
0.046	-0.00396729	0	
0.047	-0.00396729	0	
0.048	-0.00457764	0	
0.049	-0.00549316	0	
0.05	-0.00671387	0	
0.051	-0.00762939	0	
0.052	-0.00854492	0	
0.053	-0.00976563	0	
0.054	-0.0115967	0	
0.055	-0.0149536	0	
0.056	-0.0195313	0	
0.057	-0.0256348	0	
0.058	-0.0320435	0	
0.059	-0.0384521	0	
0.06	-0.0445557	0	
0.061	-0.0500488	0	
0.062	-0.0549316	0	
0.063	-0.0595093	0	
0.064	-0.0640869	0	
0.065	-0.0689697	0	
0.066	-0.0744629	0	
0.067	-0.0796509	0	
0.068	-0.0845337	0	
0.069	-0.088501	0	
0.07	-0.0915527	0	
0.071	-0.0933838	0	
0.072	-0.0939941	0	
0.073	-0.0942993	0	
0.074	-0.093689	0	
0.075	-0.0927734	0	
0.076	-0.0921631	0	
0.077	-0.0912476	0	
0.078	-0.0891113	0	
0.079	-0.0860596	0	
0.08	-0.0823975	0	
0.081	-0.0790405	0	
0.082	-0.0762939	0	
0.083	-0.0750732	0	
0.084	-0.0747681	0	
0.085	-0.0753784	0	
0.086	-0.0775146	0	
0.087	-0.0814819	0	
0.088	-0.0875854	0	
0.089	-0.0946045	0	
0.09	-0.102539	0	
0.091	-0.109863	0	
0.092	-0.116577	0	
0.093	-0.122986	0	
0.094	-0.129395	0	
0.095	-0.135803	0	
0.096	-0.142517	0	
0.097	-0.149231	0	
0.098	-0.155334	0	
0.099	-0.160522	0	
0.1	-0.163879	0	
0.101	-0.1651	0	
0.102	-0.164185	0	
0.103	-0.161133	0	
0.104	-0.15625	0	
0.105	-0.149536	0	
0.106	-0.141296	0	
0.107	-0.131836	0	
0.108	-0.12146	0	
0.109	-0.110779	0	
0.11	-0.100098	0	
0.111	-0.0906372	0	
0.112	-0.0827026	0	
0.113	-0.0772095	0	
0.114	-0.0738525	0	
0.115	-0.072937	0	
0.116	-0.0738525	0	
0.117	-0.0769043	0	
0.118	-0.0814819	0	
0.119	-0.0872803	0	
0.12	-0.0939941	0	
0.121	-0.101013	0	
0.122	-0.108337	0	
0.123	-0.115051	0	
0.124	-0.121155	0	
0.125	-0.125732	0	
0.126	-0.128479	0	
0.127	-0.129089	0	
0.128	-0.127869	0	
0.129	-0.124207	0	
0.13	-0.118713	0	
0.131	-0.111694	0	
0.132	-0.103455	0	
0.133	-0.0949097	0	
0.134	-0.0866699	0	
0.135	-0.0793457	0	
0.136	-0.0738525	0	
0.137	-0.0704956	0	
0.138	-0.0689697	0	
0.139	-0.0698853	0	
0.14	-0.0732422	0	
0.141	-0.0793457	0	
0.142	-0.0875854	0	
0.143	-0.0976563	0	
0.144	-0.108337	0	
0.145	-0.119324	0	
0.146	-0.128479	0	
0.147	-0.136108	0	
0.148	-0.140686	0	
0.149	-0.142822	0	
0.15	-0.142212	0	
0.151	-0.13916	0	
0.152	-0.133057	0	
0.153	-0.124512	0	
0.154	-0.113525	0	
0.155	-0.100708	0	
0.156	-0.0866699	0	
0.157	-0.0726318	0	
0.158	-0.0585938	0	
0.159	-0.0457764	0	
0.16	-0.03479	0	
0.161	-0.0253296	0	
0.162	-0.0180054	0	
0.163	-0.012207	0	
0.164	-0.0088501	0	
0.165	-0.00823975	0	
0.166	-0.0100708	0	
0.167	-0.0143433	0	
0.168	-0.0201416	0	
0.169	-0.0274658	0	
0.17	-0.0354004	0	
0.171	-0.0436401	0	
0.172	-0.0512695	0	
0.173	-0.0588989	0	
0.174	-0.0656128	0	
0.175	-0.0717163	0	
0.176	-0.0769043	0	
0.177	-0.0805664	0	
0.178	-0.0830078	0	
0.179	-0.0845337	0	
0.18	-0.085144	0	
0.181	-0.085144	0	
0.182	-0.0848389	0	
0.183	-0.0839233	0	
0.184	-0.0830078	0	
0.185	-0.0814819	0	
0.186	-0.0796509	0	
0.187	-0.0778198	0	
0.188	-0.0759888	0	
0.189	-0.0750732	0	
0.19	-0.0750732	0	
0.191	-0.0762939	0	
0.192	-0.0787354	0	
0.193	-0.0817871	0	
0.194	-0.0854492	0	
0.195	-0.0897217	0	
0.196	-0.0939941	0	
0.197	-0.098877	0	
0.198	-0.10376	0	
0.199	-0.108643	0	
0.2	-0.11261	0	
0.201	-0.115662	0	
0.202	-0.118103	0	
0.203	-0.119934	0	
0.204	-0.121765	0	
0.205	-0.123291	0	
0.206	-0.124207	0	
0.207	-0.123291	0	
0.208	-0.12085	0	
0.209	-0.116577	0	
0.21	-0.110474	0	
0.211	-0.102539	0	
0.212	-0.093689	0	
0.213	-0.0842285	0	
0.214	-0.0744629	0	
0.215	-0.0646973	0	
0.216	-0.0546265	0	
0.217	-0.0454712	0	
0.218	-0.0372314	0	
0.219	-0.0305176	0	
0.22	-0.0247192	0	
0.221	-0.0198364	0	
0.222	-0.0161743	0	
0.223	-0.0137329	0	
0.224	-0.0128174	0	
0.225	-0.0134277	0	
0.226	-0.015564	0	
0.227	-0.0189209	0	
0.228	-0.0238037	0	
0.229	-0.0299072	0	
0.23	-0.0363159	0	
0.231	-0.043335	0	
0.232	-0.0497437	0	
0.233	-0.0561523	0	
0.234	-0.0622559	0	
0.235	-0.0680542	0	
0.236	-0.0738525	0	
0.237	-0.0790405	0	
0.238	-0.0836182	0	
0.239	-0.0872803	0	
0.24	-0.090332	0	
0.241	-0.0927734	0	
0.242	-0.09552	0	
0.243	-0.0982666	0	
0.244	-0.101013	0	
0.245	-0.104065	0	
0.246	-0.107727	0	
0.247	-0.111389	0	
0.248	-0.114441	0	
0.249	-0.116577	0	
0.25	-0.117798	0	
0.251	-0.118713	0	
0.252	-0.119629	0	
0.253	-0.120239	0	
0.254	-0.120544	0	
0.255	-0.120239	0	
0.256	-0.119019	0	
0.257	-0.116577	0	
0.258	-0.11322	0	
0.259	-0.108032	0	
0.26	-0.101624	0	
0.261	-0.093689	0	
0.262	-0.0848389	0	
0.263	-0.0750732	0	
0.264	-0.0653076	0	
0.265	-0.0558472	0	
0.266	-0.0473022	0	
0.267	-0.0396729	0	
0.268	-0.0335693	0	
0.269	-0.0286865	0	
0.27	-0.0250244	0	
0.271	-0.0228882	0	
0.272	-0.0219727	0	
0.273	-0.022583	0	
0.274	-0.0238037	0	
0.275	-0.0262451	0	
0.276	-0.0292969	0	
0.277	-0.0332642	0	
0.278	-0.0384521	0	
0.279	-0.045166	0	
0.28	-0.0527954	0	
0.281	-0.0610352	0	
0.282	-0.0704956	0	
0.283	-0.0808716	0	
0.284	-0.0906372	0	
0.285	-0.098877	0	
0.286	-0.10498	0	
0.287	-0.108337	0	
0.288	-0.108948	0	
0.289	-0.107422	0	
0.29	-0.10376	0	
0.291	-0.098877	0	
0.292	-0.0927734	0	
0.293	-0.085144	0	
0.294	-0.0759888	0	
0.295	-0.0662231	0	
0.296	-0.0552368	0	
0.297	-0.0442505	0	
0.298	-0.032959	0	
0.299	-0.022583	0	
0.3	-0.012207	0	
0.301	-0.00305176	0	
0.302	0.00518799	0	
0.303	0.0115967	0	
0.304	0.0161743	0	
0.305	0.0177002	0	
0.306	0.0158691	0	
0.307	0.0109863	0	
0.308	0.00366211	0	
0.309	-0.00549316	0	
0.31	-0.0152588	0	
0.311	-0.0253296	0	
0.312	-0.0354004	0	
0.313	-0.045166	0	
0.314	-0.0543213	0	
0.315	-0.062561	0	
0.316	-0.0704956	0	
0.317	-0.0775146	0	
0.318	-0.0839233	0	
0.319	-0.0900269	0	
0.32	-0.09552	0	
0.321	-0.100708	0	
0.322	-0.105896	0	
0.323	-0.111084	0	
0.324	-0.116882	0	
0.325	-0.123596	0	
0.326	-0.130615	0	
0.327	-0.137939	0	
0.328	-0.144653	0	
0.329	-0.149841	0	
0.33	-0.151978	0	
0.331	-0.151062	0	
0.332	-0.148315	0	
0.333	-0.144653	0	
0.334	-0.140381	0	
0.335	-0.135193	0	
0.336	-0.128784	0	
0.337	-0.120239	0	
0.338	-0.109253	0	
0.339	-0.0958252	0	
0.34	-0.0805664	0	
0.341	-0.0637817	0	
0.342	-0.0460815	0	
0.343	-0.0283813	0	
0.344	-0.0109863	0	
0.345	0.00457764	0	
0.346	0.0170898	0	
0.347	0.0253296	0	
0.348	0.0289917	0	
0.349	0.0289917	0	
0.35	0.0250244	0	
0.351	0.0180054	0	
0.352	0.00854492	0	
0.353	-0.00244141	0	
0.354	-0.0143433	0	
0.355	-0.0262451	0	
0.356	-0.0384521	0	
0.357	-0.0500488	0	
0.358	-0.0610352	0	
0.359	-0.0704956	0	
0.36	-0.0778198	0	
0.361	-0.083313	0	
0.362	-0.0857544	0	
0.363	-0.0857544	0	
0.364	-0.0827026	0	
0.365	-0.0769043	0	
0.366	-0.0680542	0	
0.367	-0.057373	0	
0.368	-0.0448608	0	
0.369	-0.0311279	0	
0.37	-0.0177002	0	
0.371	-0.00488281	0	
0.372	0.00701904	0	
0.373	0.0170898	0	
0.374	0.0250244	0	
0.375	0.0305176	0	
0.376	0.0344849	0	
0.377	0.0372314	0	
0.378	0.0396729	0	
0.379	0.0421143	0	
0.38	0.0436401	0	
0.381	0.0445557	0	
0.382	0.0445557	0	
0.383	0.0439453	0	
0.384	0.0424194	0	
0.385	0.0408936	0	
0.386	0.0396729	0	
0.387	0.0390625	0	
0.388	0.0387573	0	
0.389	0.0393677	0	
0.39	0.039978	0	
0.391	0.0402832	0	
0.392	0.0402832	0	
0.393	0.0393677	0	
0.394	0.0375366	0	
0.395	0.0350952	0	
0.396	0.0314331	0	
0.397	0.0271606	0	
0.398	0.022583	0	
0.399	0.0170898	0	
0.4	0.0115967	0	
0.401	0.00549316	0	
0.402	-0.000610352	0	
0.403	-0.00610352	0	
0.404	-0.0106812	0	
0.405	-0.0143433	0	
0.406	-0.0170898	0	
0.407	-0.0186157	0	
0.408	-0.0189209	0	
0.409	-0.0180054	0	
0.41	-0.0158691	0	
0.411	-0.0119019	0	
0.412	-0.00671387	0	
0.413	-0.0012207	0	
0.414	0.00457764	0	
0.415	0.0109863	0	
0.416	0.0180054	0	
0.417	0.0253296	0	
0.418	0.0320435	0	
0.419	0.0378418	0	
0.42	0.0415039	0	
0.421	0.0439453	0	
0.422	0.0448608	0	
0.423	0.0448608	0	
0.424	0.0436401	0	
0.425	0.0415039	0	
0.426	0.038147	0	
0.427	0.0335693	0	
0.428	0.0280762	0	
0.429	0.0210571	0	
0.43	0.0128174	0	
0.431	0.00427246	0	
0.432	-0.00488281	0	
0.433	-0.0137329	0	
0.434	-0.0228882	0	
0.435	-0.0317383	0	
0.436	-0.0408936	0	
0.437	-0.0494385	0	
0.438	-0.0570679	0	
0.439	-0.0631714	0	
0.44	-0.0671387	0	
0.441	-0.0695801	0	
0.442	-0.0708008	0	
0.443	-0.071106	0	
0.444	-0.071106	0	
0.445	-0.0717163	0	
0.446	-0.072937	0	
0.447	-0.0747681	0	
0.448	-0.0762939	0	
0.449	-0.0772095	0	
0.45	-0.0778198	0	
0.451	-0.0784302	0	
0.452	-0.0796509	0	
0.453	-0.0814819	0	
0.454	-0.0836182	0	
0.455	-0.0857544	0	
0.456	-0.0878906	0	
0.457	-0.0900269	0	
0.458	-0.0918579	0	
0.459	-0.093689	0	
0.46	-0.0949097	0	
0.461	-0.09552	0	
0.462	-0.09552	0	
0.463	-0.0949097	0	
0.464	-0.0933838	0	
0.465	-0.0909424	0	
0.466	-0.0872803	0	
0.467	-0.0827026	0	
0.468	-0.0775146	0	
0.469	-0.0717163	0	
0.47	-0.0662231	0	
0.471	-0.0613403	0	
0.472	-0.057373	0	
0.473	-0.0549316	0	
0.474	-0.0540161	0	
0.475	-0.0549316	0	
0.476	-0.0567627	0	
0.477	-0.0588989	0	
0.478	-0.06073	0	
0.479	-0.062561	0	
0.48	-0.0640869	0	
0.481	-0.065918	0	
0.482	-0.0683594	0	
0.483	-0.0714111	0	
0.484	-0.0744629	0	
0.485	-0.078125	0	
0.486	-0.0820923	0	
0.487	-0.0863647	0	
0.488	-0.0915527	0	
0.489	-0.0967407	0	
0.49	-0.102234	0	
0.491	-0.107422	0	
0.492	-0.111084	0	
0.493	-0.113525	0	
0.494	-0.114746	0	
0.495	-0.115051	0	
0.496	-0.114441	0	
0.497	-0.11322	0	
0.498	-0.111694	0	
0.499	-0.110168	0	
0.5	-0.107727	0	
0.501	-0.10437	0	
0.502	-0.100403	0	
0.503	-0.0952148	0	
0.504	-0.0900269	0	
0.505	-0.0848389	0	
0.506	-0.0805664	0	
0.507	-0.0769043	0	
0.508	-0.0738525	0	
0.509	-0.0714111	0	
0.51	-0.0692749	0	
0.511	-0.0671387	0	
0.512	-0.0650024	0	
0.513	-0.0628662	0	
0.514	-0.0610352	0	
0.515	-0.0601196	0	
0.516	-0.0604248	0	
0.517	-0.0616455	0	
0.518	-0.0634766	0	
0.519	-0.0656128	0	
0.52	-0.0671387	0	
0.521	-0.0683594	0	
0.522	-0.0683594	0	
0.523	-0.0674438	0	
0.524	-0.0653076	0	
0.525	-0.0628662	0	
0.526	-0.0604248	0	
0.527	-0.0585938	0	
0.528	-0.0585938	0	
0.529	-0.0598145	0	
0.53	-0.0619507	0	
0.531	-0.0643921	0	
0.532	-0.0662231	0	
0.533	-0.0665283	0	
0.534	-0.0650024	0	
0.535	-0.0604248	0	
0.536	-0.0527954	0	
0.537	-0.0411987	0	
0.538	-0.0250244	0	
0.539	-0.00457764	0	
0.54	0.0210571	0	
0.541	0.0518799	0	
0.542	0.0881958	0	
0.543	0.1297	0	
0.544	0.177002	0	
0.545	0.230103	0	
0.546	0.288696	0	
0.547	0.352783	0	
0.548	0.421448	0	
0.549	0.493469	0	
0.55	0.568848	0	
0.551	0.645142	0	
0.552	0.72113	0	
0.553	0.794067	0	
0.554	0.863037	0	
0.555	0.926514	0	
0.556	0.983582	0	
0.557	1.03394	0	
0.558	1.07666	0	
0.559	1.11115	0	
0.56	1.13708	0	
0.561	1.15356	0	
0.562	1.15997	0	
0.563	1.1557	0	
0.564	1.14136	0	
0.565	1.11816	0	
0.566	1.08521	0	
0.567	1.04248	0	
0.568	0.98938	0	
0.569	0.926208	0	
0.57	0.853577	0	
0.571	0.7724	0	
0.572	0.684509	0	
0.573	0.591736	0	
0.574	0.496521	0	
0.575	0.39978	0	
0.576	0.302734	0	
0.577	0.206299	0	
0.578	0.110779	0	
0.579	0.017395	0	
0.58	-0.0723267	0	
0.581	-0.15625	0	
0.582	-0.233459	0	
0.583	-0.301819	0	
0.584	-0.361023	0	
0.585	-0.410156	0	
0.586	-0.448914	0	
0.587	-0.477295	0	
0.588	-0.495605	0	
0.589	-0.503845	0	
0.59	-0.502625	0	
0.591	-0.493164	0	
0.592	-0.476379	0	
0.593	-0.452881	0	
0.594	-0.4245	0	
0.595	-0.392456	0	
0.596	-0.358276	0	
0.597	-0.323486	0	
0.598	-0.289001	0	
0.599	-0.255737	0	
0.6	-0.223999	0	
0.601	-0.194397	0	
0.602	-0.167236	0	
0.603	-0.142517	0	
0.604	-0.120544	0	
0.605	-0.101929	0	
0.606	-0.0869751	0	
0.607	-0.0756836	0	
0.608	-0.0683594	0	
0.609	-0.0640869	0	
0.61	-0.0628662	0	
0.611	-0.0643921	0	
0.612	-0.0680542	0	
0.613	-0.0732422	0	
0.614	-0.0799561	0	
0.615	-0.0881958	0	
0.616	-0.0970459	0	
0.617	-0.106201	0	
0.618	-0.113831	0	
0.619	-0.119019	0	
0.62	-0.12207	0	
0.621	-0.123596	0	
0.622	-0.124817	0	
0.623	-0.126038	0	
0.624	-0.127258	0	
0.625	-0.127869	0	
0.626	-0.127563	0	
0.627	-0.126038	0	
0.628	-0.123596	0	
0.629	-0.12085	0	
0.63	-0.118408	0	
0.631	-0.116882	0	
0.632	-0.116882	0	
0.633	-0.119324	0	
0.634	-0.123901	0	
0.635	-0.130005	0	
0.636	-0.135803	0	
0.637	-0.140686	0	
0.638	-0.143433	0	
0.639	-0.144653	0	
0.64	-0.144043	0	
0.641	-0.142517	0	
0.642	-0.140076	0	
0.643	-0.136414	0	
0.644	-0.131226	0	
0.645	-0.123901	0	
0.646	-0.114136	0	
0.647	-0.101929	0	
0.648	-0.0878906	0	
0.649	-0.072937	0	
0.65	-0.057373	0	
0.651	-0.0418091	0	
0.652	-0.0268555	0	
0.653	-0.0134277	0	
0.654	-0.00213623	0	
0.655	0.00732422	0	
0.656	0.0140381	0	
0.657	0.0177002	0	
0.658	0.0186157	0	
0.659	0.0167847	0	
0.66	0.0128174	0	
0.661	0.00671387	0	
0.662	-0.000915527	0	
0.663	-0.00976563	0	
0.664	-0.0189209	0	
0.665	-0.0280762	0	
0.666	-0.0372314	0	
0.667	-0.0463867	0	
0.668	-0.0552368	0	
0.669	-0.0634766	0	
0.67	-0.071106	0	
0.671	-0.0772095	0	
0.672	-0.0814819	0	
0.673	-0.0839233	0	
0.674	-0.0845337	0	
0.675	-0.0830078	0	
0.676	-0.0805664	0	
0.677	-0.0772095	0	
0.678	-0.0738525	0	
0.679	-0.0701904	0	
0.68	-0.0656128	0	
0.681	-0.0592041	0	
0.682	-0.0515747	0	
0.683	-0.0424194	0	
0.684	-0.032959	0	
0.685	-0.0241089	0	
0.686	-0.0170898	0	
0.687	-0.0112915	0	
0.688	-0.00732422	0	
0.689	-0.00457764	0	
0.69	-0.00335693	0	
0.691	-0.00335693	0	
0.692	-0.00488281	0	
0.693	-0.00732422	0	
0.694	-0.0106812	0	
0.695	-0.0146484	0	
0.696	-0.0189209	0	
0.697	-0.0228882	0	
0.698	-0.0271606	0	
0.699	-0.0314331	0	
0.7	-0.0350952	0	
0.701	-0.0384521	0	
0.702	-0.0405884	0	
0.703	-0.0421143	0	
0.704	-0.0424194	0	
0.705	-0.0405884	0	
0.706	-0.0360107	0	
0.707	-0.0289917	0	
0.708	-0.0198364	0	
0.709	-0.00976563	0	
0.71	0.000915527	0	
0.711	0.0119019	0	
0.712	0.022583	0	
0.713	0.0326538	0	
0.714	0.0424194	0	
0.715	0.0512695	0	
0.716	0.0601196	0	
0.717	0.0680542	0	
0.718	0.0753784	0	
0.719	0.0820923	0	
0.72	0.088501	0	
0.721	0.0939941	0	
0.722	0.0985718	0	
0.723	0.101624	0	
0.724	0.103455	0	
0.725	0.104065	0	
0.726	0.10437	0	
0.727	0.10437	0	
0.728	0.10498	0	
0.729	0.105286	0	
0.73	0.105286	0	
0.731	0.10498	0	
0.732	0.10437	0	
0.733	0.103149	0	
0.734	0.101929	0	
0.735	0.100708	0	
0.736	0.0997925	0	
0.737	0.0994873	0	
0.738	0.100098	0	
0.739	0.101318	0	
0.74	0.103149	0	
0.741	0.105286	0	
0.742	0.107727	0	
0.743	0.110474	0	
0.744	0.112915	0	
0.745	0.115356	0	
0.746	0.117798	0	
0.747	0.120544	0	
0.748	0.123596	0	
0.749	0.126343	0	
0.75	0.128479	0	
0.751	0.130005	0	
0.752	0.130615	0	
0.753	0.13092	0	
0.754	0.130005	0	
0.755	0.128784	0	
0.756	0.127258	0	
0.757	0.126038	0	
0.758	0.124817	0	
0.759	0.123901	0	
0.76	0.123291	0	
0.761	0.122375	0	
0.762	0.12207	0	
0.763	0.122681	0	
0.764	0.124207	0	
0.765	0.126953	0	
0.766	0.13092	0	
0.767	0.135193	0	
0.768	0.140381	0	
0.769	0.145569	0	
0.77	0.150452	0	
0.771	0.154724	0	
0.772	0.157776	0	
0.773	0.159607	0	
0.774	0.160522	0	
0.775	0.160217	0	
0.776	0.159302	0	
0.777	0.157471	0	
0.778	0.154419	0	
0.779	0.149536	0	
0.78	0.142822	0	
0.781	0.134888	0	
0.782	0.126343	0	
0.783	0.117493	0	
0.784	0.108643	0	
0.785	0.101013	0	
0.786	0.0952148	0	
0.787	0.0924683	0	
0.788	0.0924683	0	
0.789	0.0939941	0	
0.79	0.0964355	0	
0.791	0.0982666	0	
0.792	0.098877	0	
0.793	0.0979614	0	
0.794	0.0961304	0	
0.795	0.0942993	0	
0.796	0.0927734	0	
0.797	0.0915527	0	
0.798	0.090332	0	
0.799	0.088501	0	
0.8	0.085144	0	
0.801	0.0796509	0	
0.802	0.0726318	0	
0.803	0.0637817	0	
0.804	0.0534058	0	
0.805	0.0421143	0	
0.806	0.0299072	0	
0.807	0.017395	0	
0.808	0.00488281	0	
0.809	-0.00732422	0	
0.81	-0.0177002	0	
0.811	-0.0268555	0	
0.812	-0.0341797	0	
0.813	-0.0408936	0	
0.814	-0.0466919	0	
0.815	-0.0518799	0	
0.816	-0.0570679	0	
0.817	-0.0616455	0	
0.818	-0.065918	0	
0.819	-0.0695801	0	
0.82	-0.0720215	0	
0.821	-0.0738525	0	
0.822	-0.0750732	0	
0.823	-0.0756836	0	
0.824	-0.0756836	0	
0.825	-0.0753784	0	
0.826	-0.0747681	0	
0.827	-0.0741577	0	
0.828	-0.0732422	0	
0.829	-0.0717163	0	
0.83	-0.0698853	0	
0.831	-0.0674438	0	
0.832	-0.0646973	0	
0.833	-0.0622559	0	
0.834	-0.06073	0	
0.835	-0.0601196	0	
0.836	-0.0610352	0	
0.837	-0.0628662	0	
0.838	-0.0656128	0	
0.839	-0.0689697	0	
0.84	-0.0732422	0	
0.841	-0.078125	0	
0.842	-0.0839233	0	
0.843	-0.0906372	0	
0.844	-0.0982666	0	
0.845	-0.106201	0	
0.846	-0.114746	0	
0.847	-0.123291	0	
0.848	-0.131226	0	
0.849	-0.137939	0	
0.85	-0.142517	0	
0.851	-0.144653	0	
0.852	-0.143433	0	
0.853	-0.138855	0	
0.854	-0.131531	0	
0.855	-0.121765	0	
0.856	-0.110779	0	
0.857	-0.0985718	0	
0.858	-0.0854492	0	
0.859	-0.071106	0	
0.86	-0.0564575	0	
0.861	-0.0418091	0	
0.862	-0.0274658	0	
0.863	-0.0146484	0	
0.864	-0.00366211	0	
0.865	0.00518799	0	
0.866	0.0109863	0	
0.867	0.0137329	0	
0.868	0.0134277	0	
0.869	0.00976563	0	
0.87	0.00366211	0	
0.871	-0.00396729	0	
0.872	-0.0128174	0	
0.873	-0.0219727	0	
0.874	-0.0317383	0	
0.875	-0.0411987	0	
0.876	-0.050354	0	
0.877	-0.0585938	0	
0.878	-0.0650024	0	
0.879	-0.0701904	0	
0.88	-0.0741577	0	
0.881	-0.0762939	0	
0.882	-0.0775146	0	
0.883	-0.0772095	0	
0.884	-0.0759888	0	
0.885	-0.0735474	0	
0.886	-0.0704956	0	
0.887	-0.067749	0	
0.888	-0.0653076	0	
0.889	-0.0637817	0	
0.89	-0.0631714	0	
0.891	-0.0640869	0	
0.892	-0.0662231	0	
0.893	-0.0695801	0	
0.894	-0.0741577	0	
0.895	-0.0802612	0	
0.896	-0.0872803	0	
0.897	-0.0942993	0	
0.898	-0.100403	0	
0.899	-0.10437	0	
0.9	-0.106201	0	
0.901	-0.105286	0	
0.902	-0.102234	0	
0.903	-0.0979614	0	
0.904	-0.0924683	0	
0.905	-0.0860596	0	
0.906	-0.0784302	0	
0.907	-0.0698853	0	
0.908	-0.06073	0	
0.909	-0.0506592	0	
0.91	-0.0402832	0	
0.911	-0.0299072	0	
0.912	-0.0204468	0	
0.913	-0.0128174	0	
0.914	-0.00671387	0	
0.915	-0.00213623	0	
0.916	0.000305176	0	
0.917	0.000610352	0	
0.918	-0.000915527	0	
0.919	-0.00427246	0	
0.92	-0.0088501	0	
0.921	-0.0143433	0	
0.922	-0.0201416	0	
0.923	-0.0256348	0	
0.924	-0.0305176	0	
0.925	-0.0341797	0	
0.926	-0.0369263	0	
0.927	-0.0387573	0	
0.928	-0.0393677	0	
0.929	-0.0390625	0	
0.93	-0.038147	0	
0.931	-0.0366211	0	
0.932	-0.03479	0	
0.933	-0.0323486	0	
0.934	-0.0296021	0	
0.935	-0.0271606	0	
0.936	-0.0256348	0	
0.937	-0.0250244	0	
0.938	-0.0259399	0	
0.939	-0.027771	0	
0.94	-0.0305176	0	
0.941	-0.0332642	0	
0.942	-0.0350952	0	
0.943	-0.0363159	0	
0.944	-0.0375366	0	
0.945	-0.0384521	0	
0.946	-0.0396729	0	
0.947	-0.0408936	0	
0.948	-0.0411987	0	
0.949	-0.0405884	0	
0.95	-0.0387573	0	
0.951	-0.0354004	0	
0.952	-0.0311279	0	
0.953	-0.0262451	0	
0.954	-0.020752	0	
0.955	-0.0152588	0	
0.956	-0.00976563	0	
0.957	-0.00457764	0	
0.958	0	0	
0.959	0.00366211	0	
0.96	0.00610352	0	
0.961	0.00762939	0	
0.962	0.00762939	0	
0.963	0.00610352	0	
0.964	0.00305176	0	
0.965	-0.00213623	0	
0.966	-0.0100708	0	
0.967	-0.0198364	0	
0.968	-0.0314331	0	
0.969	-0.0442505	0	
0.97	-0.057373	0	
0.971	-0.0701904	0	
0.972	-0.0811768	0	
0.973	-0.0891113	0	
0.974	-0.0942993	0	
0.975	-0.0961304	0	
0.976	-0.09552	0	
0.977	-0.0927734	0	
0.978	-0.0875854	0	
0.979	-0.0805664	0	
0.98	-0.071106	0	
0.981	-0.0598145	0	
0.982	-0.0466919	0	
0.983	-0.0326538	0	
0.984	-0.0186157	0	
0.985	-0.00549316	0	
0.986	0.00732422	0	
0.987	0.0189209	0	
0.988	0.0286865	0	
0.989	0.0354004	0	
0.99	0.0375366	0	
0.991	0.03479	0	
0.992	0.0274658	0	
0.993	0.0167847	0	
0.994	0.00366211	0	
0.995	-0.0100708	0	
0.996	-0.0231934	0	
0.997	-0.0344849	0	
0.998	-0.0442505	0	
0.999	-0.0518799	0	
1	-0.0579834	0	
1.001	-0.062561	0	
1.002	-0.0653076	0	
1.003	-0.065918	0	
1.004	-0.0640869	0	
1.005	-0.0595093	0	
1.006	-0.0521851	0	
1.007	-0.0427246	0	
1.008	-0.0323486	0	
1.009	-0.0219727	0	
1.01	-0.0128174	0	
1.011	-0.00610352	0	
1.012	-0.00183105	0	
1.013	-0.000305176	0	
1.014	-0.000610352	0	
1.015	-0.00244141	0	
1.016	-0.00640869	0	
1.017	-0.012207	0	
1.018	-0.0192261	0	
1.019	-0.0274658	0	
1.02	-0.0357056	0	
1.021	-0.0430298	0	
1.022	-0.0479126	0	
1.023	-0.0497437	0	
1.024	-0.0485229	0	
1.025	-0.045166	0	
1.026	-0.0405884	0	
1.027	-0.0350952	0	
1.028	-0.0286865	0	
1.029	-0.0210571	0	
1.03	-0.012207	0	
1.031	-0.00213623	0	
1.032	0.00823975	0	
1.033	0.0183105	0	
1.034	0.0271606	0	
1.035	0.0341797	0	
1.036	0.0390625	0	
1.037	0.0415039	0	
1.038	0.0415039	0	
1.039	0.0387573	0	
1.04	0.0338745	0	
1.041	0.027771	0	
1.042	0.0201416	0	
1.043	0.0115967	0	
1.044	0.00244141	0	
1.045	-0.00640869	0	
